Turf Name,Location,Landmark,Price Per Hour,Rating,Number of Reviews,Open Time,Close Time,Available on Weekend,Turf Type,Amenities,Contact Number,Latitude,Longitude,Maintenance Issues (days/month),Last-Minute Cancellations/week,Year,Users Per Year
Sutton-Parker Turf,Adyar,Near XYZ Mall,661,4.2,42,06:00,20:00,Yes,Futsal,"Parking, Washroom",454.463.6998,13.081687,80.184133,2,7,2023,4109
Patterson and Sons Turf,Tambaram,Next to ABC Park,730,4.5,66,07:00,20:00,No,7‑a‑side,"Floodlights, Washroom, Canteen, Parking",(747)627-2512,13.116052,80.172479,2,1,2023,4053
Sanchez and Sons Turf,Porur,Close to Railway Station,363,3.2,141,06:00,23:00,Yes,5‑a‑side,"Floodlights, Canteen, Parking",-2700,13.010721,80.014426,0,6,2023,1953
Bates LLC Turf,Porur,Opposite Main Bus Stop,634,4.0,38,06:00,20:00,No,6‑a‑side,"Changing Room, Floodlights, Washroom, Canteen",(523)770-8443x036,13.13311,80.192031,3,1,2023,3856
Jackson LLC Turf,Tambaram,Close to Railway Station,493,4.7,107,06:00,21:00,No,7‑a‑side,"Changing Room, Washroom, Canteen",7478496334,13.076219,80.021482,3,3,2023,1015
Collins-Russell Turf,Pallavaram,Opposite Main Bus Stop,674,2.6,11,08:00,20:00,No,5‑a‑side,"Canteen, Changing Room, Washroom",744-486-0514x619,13.066112,80.026172,4,6,2023,538
"Miller, Berry and Crawford Turf",Mylapore,Near XYZ Mall,693,4.8,131,06:00,20:00,Yes,6‑a‑side,"Floodlights, Washroom, Parking",9574452258,13.02988,80.210951,0,2,2023,3842
Key-Sanchez Turf,Perungudi,Near XYZ Mall,1101,3.7,133,07:00,20:00,No,7‑a‑side,"Parking, Canteen, Changing Room",738.459.1649,13.127249,80.182937,2,1,2023,1386
"Kline, Garcia and Townsend Turf",Guindy,Near XYZ Mall,650,3.5,25,05:00,20:00,No,7‑a‑side,"Parking, Washroom, Floodlights, Changing Room",(904)656-1702,13.11728,80.027416,3,9,2023,3344
Nelson Inc Turf,Chromepet,Close to Railway Station,664,3.3,75,07:00,21:00,Yes,5‑a‑side,"Parking, Floodlights, Canteen",001-874-426-0846x8585,13.030177,80.288686,0,6,2023,2704
Ferguson-Hawkins Turf,Mylapore,Next to ABC Park,713,4.2,98,05:00,22:00,No,Futsal,"Changing Room, Floodlights, Parking, Canteen",544.687.1274x311,13.022811,80.111472,3,0,2023,1598
Davidson Inc Turf,T Nagar,Opposite Main Bus Stop,386,4.6,69,08:00,20:00,No,6‑a‑side,"Canteen, Washroom",3549951509,13.038046,80.089447,3,7,2023,2323
"Good, Martinez and Patterson Turf",Kilpauk,Beside Metro Station,663,4.1,68,06:00,20:00,Yes,7‑a‑side,"Changing Room, Washroom, Parking, Floodlights",+1-666-251-1202x0780,13.092595,80.231916,2,2,2023,3701
"Solomon, Young and Coleman Turf",OMR,Beside Metro Station,989,3.2,83,07:00,22:00,Yes,Futsal,"Canteen, Changing Room, Washroom",981-796-5157x369,13.105528,80.006407,1,1,2023,3655
Walker LLC Turf,Adyar,Next to ABC Park,1000,2.6,149,05:00,22:00,No,5‑a‑side,"Changing Room, Canteen, Floodlights, Parking",001-814-387-8807,13.186129,80.21524,4,2,2023,3593
"Campbell, Francis and Ortiz Turf",T Nagar,Beside Metro Station,780,4.2,97,05:00,22:00,Yes,Futsal,"Washroom, Canteen",514.583.9850,13.017324,80.048253,4,4,2023,4030
Mcclain and Sons Turf,T Nagar,Close to Railway Station,442,4.8,69,05:00,23:00,No,Futsal,"Washroom, Changing Room",297-986-1220,13.050329,80.189757,2,7,2023,4278
"Thomas, Howard and Gomez Turf",Kodambakkam,Near XYZ Mall,344,3.1,93,06:00,21:00,No,5‑a‑side,"Parking, Canteen, Changing Room",(943)493-1717x28789,13.089821,80.215577,3,9,2023,3396
"Ortega, Sheppard and Fuentes Turf",Medavakkam,Near XYZ Mall,946,2.9,96,05:00,21:00,Yes,7‑a‑side,"Canteen, Parking",+1-328-466-1721x008,13.114568,80.087296,0,6,2023,3953
"Nelson, Dominguez and Mitchell Turf",Kodambakkam,Beside Metro Station,537,3.4,65,06:00,20:00,No,Futsal,"Canteen, Washroom, Parking",950.655.1381x4762,13.11371,80.226808,3,6,2023,4011
Hall PLC Turf,Nungambakkam,Beside Metro Station,753,2.7,27,05:00,21:00,No,Futsal,"Floodlights, Parking, Washroom, Canteen",797-546-4801x4613,13.068894,80.041515,2,6,2023,1488
Morgan PLC Turf,Porur,Near XYZ Mall,1056,4.9,127,08:00,20:00,No,5‑a‑side,"Washroom, Changing Room",557.957.4078x1580,13.185824,80.073342,4,7,2023,4616
Jennings-Simmons Turf,Kodambakkam,Next to ABC Park,1009,4.3,60,06:00,22:00,Yes,5‑a‑side,"Canteen, Parking",-6542,13.105293,80.184197,3,0,2023,4526
Young Group Turf,Perungudi,Close to Railway Station,1098,4.4,24,05:00,20:00,Yes,5‑a‑side,"Parking, Floodlights, Washroom, Canteen",(360)962-4959,13.057478,80.184369,4,3,2023,4679
"Hall, Allen and Young Turf",Nungambakkam,Close to Railway Station,1061,4.4,108,08:00,22:00,Yes,Futsal,"Floodlights, Canteen, Changing Room",693-770-8944x9026,13.175646,80.253536,0,5,2023,2182
Burton LLC Turf,T Nagar,Opposite Main Bus Stop,1008,3.7,3,05:00,22:00,No,7‑a‑side,"Canteen, Changing Room, Washroom, Parking",328.448.4755x55446,13.004614,80.233793,4,8,2023,4463
Lee Group Turf,Perungudi,Beside Metro Station,626,4.4,25,08:00,23:00,Yes,7‑a‑side,"Washroom, Floodlights, Parking, Changing Room",(686)246-2635,13.006881,80.024912,4,1,2023,1433
Davis-Valentine Turf,Mylapore,Near XYZ Mall,372,3.2,98,07:00,20:00,No,Futsal,"Washroom, Changing Room, Canteen",001-765-669-4064x95638,13.180712,80.0562,1,0,2023,4098
"Perez, Summers and Smith Turf",T Nagar,Near XYZ Mall,446,3.0,64,06:00,23:00,No,Futsal,"Washroom, Floodlights, Changing Room, Canteen",+1-408-394-4516x136,13.119407,80.123497,1,9,2023,3733
"Silva, Valdez and Riggs Turf",Porur,Close to Railway Station,561,4.3,110,06:00,22:00,Yes,6‑a‑side,"Parking, Changing Room, Floodlights",001-316-491-9417x71361,13.027891,80.281572,1,1,2023,2480
"Sanders, Moore and Mendez Turf",Guindy,Near XYZ Mall,725,3.4,43,05:00,20:00,Yes,6‑a‑side,"Changing Room, Canteen, Parking, Washroom",(393)889-1503,13.175917,80.146346,4,6,2023,2355
Marks Group Turf,Porur,Close to Railway Station,968,4.4,18,08:00,21:00,No,7‑a‑side,"Parking, Canteen, Washroom, Floodlights",492.207.1044,13.103855,80.254222,2,2,2023,3556
Martin LLC Turf,Tambaram,Beside Metro Station,466,2.8,45,05:00,22:00,Yes,7‑a‑side,"Canteen, Washroom",(699)749-7508x4128,13.040356,80.244455,4,9,2023,1292
Quinn LLC Turf,Perungudi,Close to Railway Station,1039,3.2,51,08:00,22:00,No,7‑a‑side,"Parking, Canteen",858-319-4898,13.103238,80.07719,2,1,2023,1291
Lee PLC Turf,T Nagar,Close to Railway Station,696,3.4,86,05:00,22:00,Yes,Futsal,"Changing Room, Parking, Floodlights, Canteen",561-590-2429x089,13.168793,80.255591,2,6,2023,2309
West-Hernandez Turf,Pallavaram,Near XYZ Mall,938,3.4,15,08:00,22:00,No,5‑a‑side,"Changing Room, Floodlights",+1-859-209-7906x99829,13.05508,80.166761,1,1,2023,2755
"Walker, Reyes and Davis Turf",Kilpauk,Opposite Main Bus Stop,512,4.3,135,08:00,20:00,Yes,7‑a‑side,"Changing Room, Canteen, Parking",-9637,13.169539,80.221096,3,2,2023,4110
Brooks Ltd Turf,Nungambakkam,Close to Railway Station,1070,3.0,19,08:00,23:00,No,7‑a‑side,"Changing Room, Canteen, Parking, Washroom",911.642.4567,13.160813,80.049248,0,6,2023,2107
"Willis, Davis and Robinson Turf",Nungambakkam,Beside Metro Station,549,4.5,74,08:00,23:00,No,7‑a‑side,"Floodlights, Washroom, Parking",367.230.7564x64318,13.127109,80.170423,1,3,2023,1484
Stevens-Carpenter Turf,Pallavaram,Next to ABC Park,834,3.7,31,05:00,21:00,No,5‑a‑side,"Canteen, Floodlights, Changing Room, Washroom",476-328-7725x8145,13.002917,80.073409,1,0,2023,4176
"Wilson, Reynolds and George Turf",Porur,Near XYZ Mall,1000,4.8,85,08:00,21:00,No,5‑a‑side,"Changing Room, Washroom, Canteen",352-479-3165x373,13.116979,80.167378,3,4,2023,3880
"Baker, Gonzales and Harris Turf",T Nagar,Next to ABC Park,797,3.5,138,05:00,23:00,Yes,Futsal,"Canteen, Floodlights, Changing Room, Washroom",551.210.4954x209,13.19788,80.188199,0,8,2023,1019
Williams-Hall Turf,Kilpauk,Beside Metro Station,802,4.6,41,08:00,22:00,No,Futsal,"Canteen, Parking",(492)981-8384x457,13.134746,80.298111,4,7,2023,1090
Patterson-Russell Turf,Chromepet,Next to ABC Park,877,4.8,66,05:00,23:00,No,Futsal,"Parking, Washroom, Canteen, Floodlights",(999)644-0026,13.197869,80.059403,4,8,2023,1550
"Wheeler, Black and Conner Turf",Kodambakkam,Next to ABC Park,632,2.7,80,08:00,22:00,No,5‑a‑side,"Canteen, Changing Room",6904057331,13.164113,80.065628,1,9,2023,4133
Smith-Conway Turf,Ambattur,Beside Metro Station,624,4.0,15,08:00,23:00,No,5‑a‑side,"Washroom, Parking, Canteen",(748)350-0708x90641,13.031649,80.087168,0,8,2023,4944
Robinson LLC Turf,Chromepet,Near XYZ Mall,1103,2.8,118,07:00,21:00,Yes,Futsal,"Washroom, Changing Room",263.717.1908x235,13.04902,80.113085,1,6,2023,1459
Wright and Sons Turf,Guindy,Close to Railway Station,386,4.4,89,05:00,23:00,No,7‑a‑side,"Washroom, Changing Room, Canteen, Floodlights",001-448-200-4385,13.170312,80.227783,2,3,2023,1192
Johnson-Boyd Turf,Perungudi,Next to ABC Park,751,3.7,85,05:00,20:00,Yes,5‑a‑side,"Floodlights, Canteen",(216)504-2080,13.192032,80.002215,1,4,2023,4399
Collins LLC Turf,Mylapore,Next to ABC Park,970,3.1,34,05:00,23:00,Yes,5‑a‑side,"Canteen, Floodlights",263.771.9042x1232,13.042426,80.169926,1,0,2023,4973
"Johnson, Cobb and Taylor Turf",Chromepet,Opposite Main Bus Stop,835,2.8,35,05:00,21:00,Yes,5‑a‑side,"Canteen, Floodlights",217-444-7750x424,13.08027,80.227348,4,0,2023,3446
Campbell-Diaz Turf,T Nagar,Opposite Main Bus Stop,1027,4.3,150,07:00,22:00,Yes,7‑a‑side,"Floodlights, Washroom, Parking, Changing Room",710-996-5938x5843,13.073954,80.169134,4,2,2023,1026
Miller-Sawyer Turf,Tambaram,Near XYZ Mall,311,3.8,117,06:00,22:00,Yes,6‑a‑side,"Parking, Canteen",542-692-2735x88495,13.017428,80.088535,4,7,2023,3724
Rivera-Moreno Turf,Tambaram,Near XYZ Mall,805,3.4,5,07:00,22:00,Yes,5‑a‑side,"Washroom, Changing Room",376.677.6549x2875,13.137982,80.077083,2,1,2023,2753
Avila-Fuller Turf,Kilpauk,Beside Metro Station,576,4.0,120,07:00,21:00,No,5‑a‑side,"Parking, Canteen, Floodlights",+1-461-292-9828x28808,13.116239,80.088917,4,3,2023,3844
Fox Ltd Turf,Mylapore,Opposite Main Bus Stop,741,4.3,33,06:00,22:00,No,7‑a‑side,"Canteen, Floodlights, Washroom, Changing Room",918.861.5975,13.062306,80.008449,0,1,2023,4465
Willis PLC Turf,T Nagar,Close to Railway Station,301,3.5,105,08:00,20:00,Yes,7‑a‑side,"Changing Room, Canteen, Floodlights, Parking",(562)880-5708x11445,13.176895,80.139821,3,4,2023,2375
"Palmer, Green and Silva Turf",T Nagar,Beside Metro Station,535,3.3,41,07:00,23:00,Yes,5‑a‑side,"Floodlights, Canteen, Changing Room",299-531-8424x013,13.107592,80.175342,0,8,2023,2263
Garcia Group Turf,Medavakkam,Beside Metro Station,646,3.0,5,05:00,20:00,No,Futsal,"Washroom, Canteen",8609559288,13.01211,80.010114,0,0,2023,1020
Alvarez-Stuart Turf,Porur,Close to Railway Station,725,3.9,92,06:00,20:00,Yes,7‑a‑side,"Floodlights, Washroom, Parking, Changing Room",357.657.9484x645,13.129979,80.092694,4,4,2023,1516
Ross-Moore Turf,Porur,Near XYZ Mall,749,4.1,88,06:00,20:00,Yes,5‑a‑side,"Changing Room, Floodlights",+1-945-238-8867x1484,13.043535,80.011261,3,8,2023,616
Dixon-Mills Turf,Mylapore,Opposite Main Bus Stop,910,4.1,52,05:00,21:00,No,6‑a‑side,"Canteen, Washroom, Parking, Changing Room",258-941-0556,13.174162,80.223724,3,0,2023,2933
Walker-Martin Turf,Kodambakkam,Close to Railway Station,328,3.5,70,08:00,23:00,Yes,6‑a‑side,"Changing Room, Floodlights, Parking, Canteen",762.985.4938,13.141212,80.148943,3,8,2023,1083
"Armstrong, Cohen and Carrillo Turf",Nungambakkam,Close to Railway Station,783,3.1,135,05:00,21:00,Yes,7‑a‑side,"Canteen, Parking, Washroom",221.223.0113,13.112625,80.09779,2,7,2023,894
Howard-Myers Turf,Tambaram,Near XYZ Mall,731,2.9,9,05:00,20:00,No,Futsal,"Parking, Washroom, Canteen, Changing Room",(733)542-0088,13.112021,80.14683,4,3,2023,4288
"Brown, Lee and Meyer Turf",Perungudi,Close to Railway Station,991,4.7,149,07:00,22:00,No,5‑a‑side,"Floodlights, Parking, Washroom, Canteen",7763579879,13.143275,80.067724,3,9,2023,3268
Woods LLC Turf,Nungambakkam,Near XYZ Mall,1150,3.0,97,06:00,20:00,No,5‑a‑side,"Floodlights, Changing Room",668.993.5117x31390,13.169898,80.055241,2,4,2023,4667
Murray Inc Turf,Perungudi,Beside Metro Station,845,4.1,76,08:00,21:00,No,Futsal,"Changing Room, Parking",209-263-1814,13.158716,80.005675,1,4,2023,4360
"Cook, Miller and Cardenas Turf",Perungudi,Near XYZ Mall,577,3.2,101,06:00,22:00,No,6‑a‑side,"Washroom, Parking, Changing Room",+1-829-741-4787x8408,13.186029,80.001289,1,5,2023,773
"Zavala, Miller and Harris Turf",Perungudi,Next to ABC Park,1139,4.9,58,05:00,23:00,No,Futsal,"Parking, Changing Room, Canteen, Floodlights",(328)554-5099x6748,13.098394,80.133999,2,6,2023,2513
Chambers-Schaefer Turf,Kilpauk,Beside Metro Station,319,2.8,37,08:00,22:00,Yes,7‑a‑side,"Washroom, Canteen, Parking",(965)276-2761,13.146715,80.019822,2,7,2023,4933
Green and Sons Turf,Adyar,Opposite Main Bus Stop,853,4.2,64,07:00,20:00,No,7‑a‑side,"Floodlights, Canteen, Parking, Washroom",841-767-7717x36571,13.102613,80.072123,4,7,2023,1889
Adams-Schmidt Turf,Kodambakkam,Near XYZ Mall,479,3.7,53,05:00,21:00,Yes,Futsal,"Changing Room, Canteen, Washroom, Floodlights",920-458-7537,13.011873,80.020189,4,1,2023,4066
Sanchez-Rogers Turf,Velachery,Close to Railway Station,1181,2.7,147,07:00,22:00,Yes,7‑a‑side,"Floodlights, Parking, Changing Room, Washroom",(381)510-9003x738,13.113854,80.235928,1,8,2023,665
Warren-Walker Turf,Velachery,Opposite Main Bus Stop,863,4.8,58,08:00,23:00,No,Futsal,"Canteen, Washroom",268-817-7484x72856,13.134623,80.062042,3,6,2023,2067
Zimmerman Ltd Turf,Tambaram,Close to Railway Station,1199,5.0,33,07:00,22:00,No,6‑a‑side,"Washroom, Changing Room, Parking",620.293.6084x14727,13.084288,80.167869,1,3,2023,1228
Hart-Jackson Turf,Ambattur,Near XYZ Mall,870,3.9,136,07:00,23:00,Yes,5‑a‑side,"Washroom, Parking",+1-632-538-9316x54734,13.016101,80.072128,3,3,2023,2543
Mcmahon-Hayes Turf,Medavakkam,Close to Railway Station,660,2.7,79,06:00,22:00,Yes,Futsal,"Parking, Floodlights",257-562-5080,13.176987,80.264259,3,7,2023,4697
Rangel-Cross Turf,Adyar,Near XYZ Mall,743,4.1,9,07:00,21:00,Yes,7‑a‑side,"Canteen, Parking",6793243709,13.00766,80.299652,4,3,2023,3996
Turner LLC Turf,OMR,Close to Railway Station,638,3.4,127,05:00,23:00,No,6‑a‑side,"Parking, Changing Room",9794984879,13.182377,80.250793,0,5,2023,1278
Reid-Clay Turf,Pallavaram,Near XYZ Mall,767,3.3,66,05:00,23:00,No,7‑a‑side,"Floodlights, Washroom",(522)566-3162x05862,13.144939,80.015944,0,4,2023,713
Cabrera LLC Turf,Velachery,Close to Railway Station,679,3.0,97,08:00,22:00,Yes,7‑a‑side,"Changing Room, Floodlights",949-736-1488,13.116434,80.188532,2,2,2023,4262
Kelley-Hamilton Turf,Pallavaram,Close to Railway Station,1054,3.1,3,06:00,20:00,No,7‑a‑side,"Parking, Canteen, Changing Room, Washroom",(717)740-3529x13304,13.000409,80.280376,4,9,2023,2076
Martin-Solomon Turf,Chromepet,Opposite Main Bus Stop,447,5.0,92,08:00,22:00,No,Futsal,"Changing Room, Floodlights",939-385-9567,13.086065,80.198715,3,1,2023,2948
Strickland LLC Turf,OMR,Next to ABC Park,322,4.4,18,05:00,22:00,No,7‑a‑side,"Canteen, Washroom, Floodlights, Changing Room",659.752.3223x02964,13.150178,80.070502,0,8,2023,3436
Taylor Inc Turf,Tambaram,Beside Metro Station,970,4.6,15,07:00,20:00,No,5‑a‑side,"Parking, Floodlights, Canteen",535-581-2067x98604,13.026921,80.167667,3,9,2023,3617
Gonzales LLC Turf,Mylapore,Near XYZ Mall,518,4.7,101,06:00,21:00,Yes,Futsal,"Floodlights, Washroom",+1-651-385-0212x813,13.118923,80.136111,0,8,2023,1091
"Haney, Reyes and Matthews Turf",Guindy,Next to ABC Park,1082,3.0,7,08:00,20:00,Yes,6‑a‑side,"Changing Room, Floodlights, Washroom, Parking",386-579-0903,13.153073,80.079634,0,0,2023,3220
Ruiz Group Turf,Ambattur,Beside Metro Station,981,2.9,68,08:00,23:00,No,5‑a‑side,"Changing Room, Floodlights",797.297.2686,13.123122,80.271502,0,9,2023,1213
Miller LLC Turf,Anna Nagar,Next to ABC Park,597,3.9,81,06:00,21:00,No,Futsal,"Parking, Floodlights, Changing Room",974.433.4344,13.127355,80.106227,4,2,2023,1435
"Cardenas, Roberts and Soto Turf",Ambattur,Close to Railway Station,382,4.4,5,05:00,21:00,No,6‑a‑side,"Washroom, Changing Room, Floodlights, Canteen",827-464-9973,13.107169,80.014194,1,7,2023,4837
Walls-Edwards Turf,Guindy,Next to ABC Park,1115,3.9,75,07:00,22:00,No,7‑a‑side,"Floodlights, Changing Room",+1-220-811-2348x472,13.183298,80.034316,3,5,2023,501
"Kim, Hernandez and Wright Turf",Kilpauk,Beside Metro Station,876,4.5,122,05:00,21:00,Yes,6‑a‑side,"Canteen, Changing Room, Washroom, Floodlights",001-553-873-1279,13.151267,80.129153,4,4,2023,3348
Johnson-Johnson Turf,T Nagar,Beside Metro Station,460,4.2,91,07:00,20:00,No,5‑a‑side,"Washroom, Changing Room, Canteen",+1-411-274-7174x59998,13.044884,80.015202,4,4,2023,4544
"Griffin, Dyer and Thomas Turf",Porur,Next to ABC Park,1179,3.8,122,07:00,22:00,Yes,6‑a‑side,"Changing Room, Canteen, Parking, Washroom",(518)685-4860,13.06977,80.010307,4,5,2023,2449
Crane Ltd Turf,Kilpauk,Close to Railway Station,360,4.4,13,05:00,20:00,Yes,Futsal,"Washroom, Changing Room",(927)968-3291,13.074988,80.092115,4,6,2023,1417
Wolfe-James Turf,Velachery,Near XYZ Mall,1060,4.5,54,07:00,22:00,No,5‑a‑side,"Changing Room, Washroom, Parking",2963255804,13.06625,80.159851,4,0,2023,3674
"Long, Wiggins and Hunt Turf",Kilpauk,Next to ABC Park,1151,3.4,132,07:00,21:00,Yes,Futsal,"Washroom, Floodlights, Changing Room, Parking",576-413-3433,13.072371,80.176523,2,8,2023,2741
"Rivera, Jacobs and Reed Turf",Porur,Close to Railway Station,695,2.8,132,05:00,20:00,No,7‑a‑side,"Canteen, Parking",001-757-285-7197x931,13.165399,80.249403,3,2,2023,589
"Holt, Walker and Evans Turf",Adyar,Close to Railway Station,344,4.8,78,08:00,21:00,No,7‑a‑side,"Changing Room, Parking",799.389.1247,13.172251,80.016951,4,3,2023,2209
Navarro Ltd Turf,Guindy,Near XYZ Mall,562,3.1,21,06:00,20:00,No,Futsal,"Changing Room, Washroom",(961)723-7018,13.111891,80.201407,3,9,2023,2669
"Manning, Arnold and White Turf",Velachery,Near XYZ Mall,864,4.1,42,05:00,22:00,Yes,5‑a‑side,"Parking, Washroom",705-849-9994x350,13.099239,80.088869,2,0,2023,4738
Reeves-Wilson Turf,Tambaram,Close to Railway Station,1020,3.9,13,05:00,22:00,Yes,6‑a‑side,"Parking, Floodlights, Washroom, Changing Room",001-530-650-7566x8502,13.170399,80.17214,2,9,2023,3541
Smith Ltd Turf,Perungudi,Beside Metro Station,318,3.3,46,05:00,23:00,No,5‑a‑side,"Washroom, Parking, Floodlights",973.694.1348,13.139051,80.098132,3,2,2023,605
Williams-Contreras Turf,Mylapore,Opposite Main Bus Stop,1135,4.5,26,06:00,20:00,No,6‑a‑side,"Canteen, Parking, Floodlights, Washroom",408-538-4624x58855,13.134929,80.056638,0,1,2023,1386
Miles-Clark Turf,Chromepet,Close to Railway Station,374,2.7,10,08:00,23:00,No,Futsal,"Floodlights, Canteen",732.618.7044x739,13.028255,80.26318,1,1,2023,927
Rush-Padilla Turf,Anna Nagar,Beside Metro Station,408,4.9,109,08:00,23:00,No,6‑a‑side,"Washroom, Parking",795-824-1988x1585,13.131984,80.1967,0,0,2023,2395
"Quinn, Fowler and Brown Turf",OMR,Next to ABC Park,1143,3.3,125,05:00,23:00,Yes,6‑a‑side,"Floodlights, Canteen, Washroom, Parking",+1-349-600-0756x717,13.175076,80.068534,0,7,2023,816
Wilkinson-Le Turf,Adyar,Opposite Main Bus Stop,1188,3.5,104,06:00,22:00,Yes,6‑a‑side,"Floodlights, Washroom, Changing Room",888.322.9981x9818,13.106941,80.174545,0,2,2023,1134
"Saunders, Jennings and Hart Turf",T Nagar,Opposite Main Bus Stop,1150,3.6,7,05:00,23:00,Yes,7‑a‑side,"Canteen, Changing Room, Floodlights, Parking",9232043499,13.118116,80.083479,4,2,2023,2425
Palmer-Boone Turf,Porur,Next to ABC Park,1147,3.1,63,07:00,22:00,Yes,Futsal,"Floodlights, Canteen, Washroom",-7364,13.156637,80.045341,2,5,2023,2556
"Jordan, Jones and Shannon Turf",Nungambakkam,Close to Railway Station,1165,3.3,56,05:00,23:00,Yes,Futsal,"Parking, Floodlights",463-529-8630,13.193477,80.239211,0,7,2023,3644
"Mayo, Lewis and Humphrey Turf",Perungudi,Near XYZ Mall,1195,4.2,19,06:00,21:00,Yes,7‑a‑side,"Floodlights, Canteen, Washroom, Parking",+1-810-990-6568x438,13.152542,80.276597,2,8,2023,2770
Jackson PLC Turf,Ambattur,Opposite Main Bus Stop,918,4.3,149,07:00,22:00,No,7‑a‑side,"Washroom, Floodlights",943-202-8603x241,13.03703,80.053313,3,8,2023,1939
Bernard PLC Turf,Velachery,Opposite Main Bus Stop,1076,3.7,30,07:00,20:00,Yes,7‑a‑side,"Washroom, Floodlights",671-599-8711,13.057059,80.164651,1,3,2023,1052
"Figueroa, Walker and Jones Turf",Porur,Near XYZ Mall,688,2.8,128,07:00,22:00,Yes,7‑a‑side,"Floodlights, Parking, Changing Room, Washroom",+1-685-736-0337x54487,13.03335,80.175953,3,4,2023,1215
Scott Group Turf,Pallavaram,Next to ABC Park,446,2.9,106,07:00,23:00,Yes,Futsal,"Washroom, Canteen, Floodlights",+1-684-253-2196x41714,13.00077,80.137685,3,1,2023,4411
Morales PLC Turf,Porur,Near XYZ Mall,1104,3.6,20,08:00,22:00,No,6‑a‑side,"Canteen, Washroom, Changing Room",001-255-591-9060x8818,13.005111,80.291171,4,8,2023,2213
Glenn LLC Turf,Mylapore,Beside Metro Station,635,4.6,115,05:00,20:00,Yes,7‑a‑side,"Washroom, Canteen",9839073710,13.05432,80.073625,1,7,2023,3889
"Jones, Jones and Lyons Turf",Anna Nagar,Beside Metro Station,781,4.0,3,06:00,23:00,Yes,5‑a‑side,"Floodlights, Washroom, Canteen",+1-953-901-4047x002,13.043494,80.282178,3,2,2023,1607
Lee Inc Turf,Pallavaram,Near XYZ Mall,677,3.9,20,08:00,23:00,Yes,5‑a‑side,"Changing Room, Canteen, Floodlights, Washroom",5038667364,13.014759,80.17555,3,8,2023,4706
"Smith, Hale and Chavez Turf",Medavakkam,Close to Railway Station,778,3.8,146,05:00,23:00,No,Futsal,"Changing Room, Floodlights",001-413-655-9093,13.138819,80.269028,1,2,2023,750
"Olson, Castillo and Mcpherson Turf",Kilpauk,Beside Metro Station,752,4.9,102,08:00,23:00,Yes,5‑a‑side,"Floodlights, Washroom",892-885-4159x0797,13.117088,80.228734,1,8,2023,2930
Farmer Group Turf,Velachery,Opposite Main Bus Stop,617,4.5,35,05:00,22:00,Yes,5‑a‑side,"Washroom, Parking, Canteen",264-441-6132,13.184222,80.267971,3,1,2023,2554
Jones-Thompson Turf,Velachery,Opposite Main Bus Stop,636,3.0,40,06:00,21:00,No,5‑a‑side,"Floodlights, Changing Room, Washroom",903.864.4318,13.042606,80.049388,1,9,2023,958
Wright PLC Turf,OMR,Next to ABC Park,583,3.4,85,07:00,23:00,No,6‑a‑side,"Floodlights, Canteen, Parking, Washroom",001-882-676-1764x445,13.074596,80.121737,3,8,2023,707
Larsen-Sullivan Turf,Adyar,Near XYZ Mall,952,3.2,52,08:00,23:00,Yes,5‑a‑side,"Floodlights, Parking, Washroom, Changing Room",607-439-9470x0851,13.001166,80.103261,3,7,2023,1399
"Shelton, Watts and Rice Turf",Pallavaram,Opposite Main Bus Stop,747,5.0,128,05:00,23:00,Yes,Futsal,"Parking, Canteen, Changing Room, Floodlights",708-404-5822x9770,13.018533,80.054811,4,8,2023,3961
Smith-Thomas Turf,Velachery,Opposite Main Bus Stop,428,4.6,46,06:00,22:00,Yes,6‑a‑side,"Canteen, Changing Room, Floodlights, Parking",5095148078,13.072477,80.08409,0,4,2023,3885
Aguilar-Jimenez Turf,Perungudi,Next to ABC Park,771,3.0,20,06:00,20:00,Yes,5‑a‑side,"Parking, Washroom, Canteen, Changing Room",+1-531-535-8692x9699,13.109813,80.201126,3,1,2023,521
"Moran, Briggs and Miller Turf",Mylapore,Next to ABC Park,908,3.2,150,07:00,23:00,No,6‑a‑side,"Canteen, Changing Room",5102128712,13.119788,80.151676,2,7,2023,909
Taylor LLC Turf,Nungambakkam,Next to ABC Park,520,3.9,82,07:00,20:00,No,5‑a‑side,"Washroom, Changing Room, Floodlights",479-749-9071x22758,13.041501,80.111691,0,5,2023,1394
"Curry, Jimenez and Colon Turf",Guindy,Beside Metro Station,642,3.0,136,08:00,21:00,Yes,6‑a‑side,"Floodlights, Canteen",(941)536-8938x077,13.130856,80.089988,0,7,2023,1014
"Wheeler, Johnson and Larson Turf",OMR,Next to ABC Park,1076,4.8,106,05:00,22:00,Yes,6‑a‑side,"Floodlights, Canteen, Parking, Changing Room",+1-278-456-2380x169,13.069971,80.166564,0,4,2023,4609
Stewart-Becker Turf,Pallavaram,Beside Metro Station,908,4.4,45,08:00,20:00,No,7‑a‑side,"Washroom, Floodlights",(614)451-9435x72803,13.038334,80.256233,4,9,2023,2634
Garza Inc Turf,Guindy,Next to ABC Park,1192,3.1,81,05:00,22:00,No,6‑a‑side,"Changing Room, Floodlights, Parking, Canteen",+1-632-486-7229x4822,13.033148,80.257708,3,1,2023,4095
